Local time in Nairobi / Wilson (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
11.02.2018 15:00,26,630.7,764.3,37,Wind blowing from the north-northeast,9,,,,Scattered clouds (40-50%) 840 m,10.0 and more,10
11.02.2018 14:00,25,630.8,765,42,Wind blowing from the east,13,,,,Scattered clouds (40-50%) 810 m,10.0 and more,11
11.02.2018 13:00,25,631.5,765.8,42,Wind blowing from the east-northeast,10,,,,Broken clouds (60-90%) 810 m,10.0 and more,11
11.02.2018 12:00,23,631.3,766.6,50,Wind blowing from the east-northeast,8,,,,Broken clouds (60-90%) 750 m,10.0 and more,12
11.02.2018 11:00,22,630.9,766.6,53,Wind blowing from the east-northeast,5,,,,Scattered clouds (40-50%) 720 m,10.0 and more,12
11.02.2018 10:00,21,631.1,767.3,64,Wind blowing from the east-northeast,3,,,,Scattered clouds (40-50%) 690 m,10.0 and more,14
11.02.2018 09:00,18,629.2,766.6,78,Wind blowing from the north-northeast,5,,,,"Broken clouds (60-90%) 600 m, broken clouds (60-90%) 2400 m",10.0 and more,14
11.02.2018 08:00,17,628.1,765.8,77,Wind blowing from the east-northeast,2,,,,"Broken clouds (60-90%) 570 m, broken clouds (60-90%) 2100 m",10.0 and more,13
11.02.2018 07:00,16,627.1,765,83,"Calm, no wind",0,,,,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 2100 m",10.0 and more,13
11.02.2018 06:00,16,627.1,765,83,Wind blowing from the north-east,3,,,,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 2100 m",10.0 and more,13
11.02.2018 05:00,16,626.5,764.3,83,Wind blowing from the north-northeast,3,,,,Broken clouds (60-90%) 540 m,10.0 and more,13
11.02.2018 04:00,16,626.5,764.3,83,Wind blowing from the north-northeast,5,,,,Broken clouds (60-90%) 540 m,10.0 and more,13
11.02.2018 03:00,16,626.5,764.3,83,Wind blowing from the north-east,4,,,,Broken clouds (60-90%) 540 m,10.0 and more,13
11.02.2018 02:00,17,627.5,765,77,Wind blowing from the east-northeast,7,,,,Broken clouds (60-90%) 570 m,10.0 and more,13
11.02.2018 01:00,18,627.9,765,73,Wind blowing from the east-northeast,5,,,,Broken clouds (60-90%) 600 m,10.0 and more,13
10.02.2018 23:00,19,629,765.8,68,Wind blowing from the east,7,,,,Broken clouds (60-90%) 630 m,10.0 and more,13
10.02.2018 22:00,20,628.8,765,64,Wind blowing from the east-northeast,7,,,,Broken clouds (60-90%) 660 m,10.0 and more,13
10.02.2018 21:00,22,628.4,763.5,50,Wind blowing from the east-northeast,6,,,,Scattered clouds (40-50%) 720 m,10.0 and more,11
10.02.2018 20:00,23,628.8,763.5,47,Wind blowing from the east-northeast,5,,,,No clouds,,11
10.02.2018 19:00,24,628.6,762.8,41,Wind blowing from the east,8,,,,Few clouds (10-30%) 780 m,10.0 and more,10
10.02.2018 18:00,26,628.8,762,37,Wind blowing from the east-northeast,7,,,,Scattered clouds (40-50%) 840 m,10.0 and more,10
10.02.2018 17:00,27,629.2,762,30,Wind blowing from the east,10,,,,Few clouds (10-30%) 870 m,10.0 and more,8
10.02.2018 16:00,27,629.2,762,30,Wind blowing from the east-northeast,10,,,,Few clouds (10-30%) 870 m,10.0 and more,8
10.02.2018 15:00,28,629.6,762,26,Wind blowing from the east,5,,,,Few clouds (10-30%) 900 m,10.0 and more,7
10.02.2018 14:00,28,630.2,762.8,28,Wind blowing from the east,5,,,,Few clouds (10-30%) 900 m,10.0 and more,8
10.02.2018 13:00,26,630,763.5,37,Wind blowing from the east,9,,,,"Few clouds (10-30%) 840 m, scattered clouds (40-50%) 2700 m",10.0 and more,10
10.02.2018 12:00,25,630.3,764.3,36,Wind blowing from the east-northeast,4,,,,"Few clouds (10-30%) 810 m, scattered clouds (40-50%) 2700 m",10.0 and more,9
10.02.2018 11:00,22,629.6,765,47,Wind blowing from the east-northeast,9,,,,"Few clouds (10-30%) 720 m, scattered clouds (40-50%) 2400 m",10.0 and more,10
10.02.2018 10:00,20,628.8,765,64,Wind blowing from the north-northeast,5,,,,"Scattered clouds (40-50%) 660 m, scattered clouds (40-50%) 2400 m",10.0 and more,13
10.02.2018 09:00,19,628.3,765,68,Wind blowing from the north-northeast,4,,,,"Few clouds (10-30%) 630 m, broken clouds (60-90%) 2400 m",10.0 and more,13
10.02.2018 08:00,17,626.9,764.3,73,Wind blowing from the east-northeast,4,,,,"Few clouds (10-30%) 570 m, broken clouds (60-90%) 2100 m",10.0 and more,12
10.02.2018 07:00,17,626.9,764.3,77,Wind blowing from the north-east,3,,,,"Few clouds (10-30%) 570 m, broken clouds (60-90%) 2100 m",10.0 and more,13
10.02.2018 06:00,17,626.9,764.3,77,"Calm, no wind",0,,,,Broken clouds (60-90%) 570 m,10.0 and more,13
10.02.2018 05:00,17,626.9,764.3,73,Wind blowing from the north-east,3,,,,Broken clouds (60-90%) 570 m,10.0 and more,12
10.02.2018 04:00,17,626.3,763.5,73,Wind blowing from the north-east,2,,,,Broken clouds (60-90%) 570 m,10.0 and more,12
10.02.2018 03:00,17,626.3,763.5,68,Wind blowing from the north-east,3,,,,Broken clouds (60-90%) 570 m,10.0 and more,11
10.02.2018 02:00,18,626.7,763.5,56,Wind blowing from the east-northeast,4,,,,Broken clouds (60-90%) 600 m,10.0 and more,9
10.02.2018 01:00,19,627.1,763.5,52,Wind blowing from the north-east,2,,,,Broken clouds (60-90%) 630 m,10.0 and more,9
10.02.2018 00:00,19,627.8,764.3,52,Wind blowing from the north-east,4,,,,Scattered clouds (40-50%) 630 m,10.0 and more,9
09.02.2018 23:00,20,628.8,765,46,Wind blowing from the north-east,3,,,,Few clouds (10-30%) 660 m,10.0 and more,8
09.02.2018 22:00,21,628.6,764.3,40,Wind blowing from the north-east,4,,,,Broken clouds (60-90%) 690 m,10.0 and more,7
09.02.2018 21:00,22,629,764.3,38,Wind blowing from the north-northeast,4,,,,Few clouds (10-30%) 720 m,10.0 and more,7
09.02.2018 20:00,23,628.8,763.5,36,Wind blowing from the east-northeast,4,,,,Few clouds (10-30%) 750 m,10.0 and more,7
09.02.2018 19:00,24,628.6,762.8,31,Wind blowing from the north-east,7,,,,"Few clouds (10-30%) 780 m, broken clouds (60-90%) 6900 m",10.0 and more,6
09.02.2018 18:00,26,628.8,762,23,Wind blowing from the east-northeast,6,,,,"Few clouds (10-30%) 840 m, broken clouds (60-90%) 7200 m",10.0 and more,3
09.02.2018 17:00,26,628.8,762,20,Wind blowing from the north-east,5,,,,"Few clouds (10-30%) 840 m, broken clouds (60-90%) 7200 m",10.0 and more,1
09.02.2018 16:00,27,629.2,762,18,Wind blowing from the east,9,,,,"Few clouds (10-30%) 870 m, broken clouds (60-90%) 7200 m",10.0 and more,1
09.02.2018 15:00,26,629.4,762.8,20,Wind blowing from the east-northeast,4,,,,"Few clouds (10-30%) 840 m, broken clouds (60-90%) 7200 m",10.0 and more,1
09.02.2018 14:00,25,629.6,763.5,21,Wind blowing from the north-east,5,,,,"Few clouds (10-30%) 810 m, broken clouds (60-90%) 7200 m",10.0 and more,1
09.02.2018 13:00,25,630.3,764.3,21,Wind blowing from the east-northeast,7,,,,"Few clouds (10-30%) 810 m, broken clouds (60-90%) 7200 m",10.0 and more,1
09.02.2018 12:00,25,630.3,764.3,24,Wind blowing from the east,7,,,,"Few clouds (10-30%) 810 m, broken clouds (60-90%) 6900 m",10.0 and more,3
09.02.2018 11:00,23,630,765,31,Wind blowing from the north-northeast,5,,,,"Few clouds (10-30%) 750 m, broken clouds (60-90%) 6900 m",10.0 and more,5
09.02.2018 10:00,21,629.8,765.8,40,Wind blowing from the north-northeast,5,,,,No Significant Clouds,10.0 and more,7
09.02.2018 09:00,19,629,765.8,49,Wind blowing from the east-northeast,5,,,,"Few clouds (10-30%) 630 m, scattered clouds (40-50%) 6900 m",10.0 and more,8
09.02.2018 08:00,20,629.4,765.8,46,Wind blowing from the north,3,,,,"Few clouds (10-30%) 540 m, scattered clouds (40-50%) 2100 m",10.0 and more,8
09.02.2018 07:00,13,625.8,765,72,Wind blowing from the west-northwest,3,,Light fog,,"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 2100 m",10.0 and more,8
09.02.2018 06:00,14,626.2,765,67,"Calm, no wind",0,,,,Few clouds (10-30%) 480 m,10.0 and more,8
09.02.2018 05:00,14,625.6,764.3,67,"Calm, no wind",0,,,,No clouds,,8
09.02.2018 04:00,15,626.6,765,68,"Calm, no wind",0,,,,No clouds,,9
09.02.2018 03:00,15,627.3,765.8,68,"Calm, no wind",0,,,,No clouds,,9
09.02.2018 02:00,16,627.7,765.8,63,"Calm, no wind",0,,,,No clouds,,9
09.02.2018 01:00,17,628.8,766.6,59,"Calm, no wind",0,,,,No clouds,,9
08.02.2018 18:00,25,628.4,762,28,Wind blowing from the east,5,,,,No Significant Clouds,10.0 and more,5
08.02.2018 17:00,26,628.8,762,26,Wind blowing from the east-northeast,8,,,,No Significant Clouds,10.0 and more,5
08.02.2018 16:00,26,628.8,762,26,Wind blowing from the east,7,,,,"Few clouds (10-30%) 840 m, broken clouds (60-90%) 7800 m",10.0 and more,5
08.02.2018 15:00,26,629.4,762.8,28,Wind blowing from the east-northeast,6,,,,No Significant Clouds,10.0 and more,6
08.02.2018 14:00,26,630,763.5,28,Wind blowing from the east-northeast,8,,,,No Significant Clouds,10.0 and more,6
08.02.2018 13:00,25,630.3,764.3,30,Wind blowing from the north-northeast,7,,,,No Significant Clouds,10.0 and more,6
08.02.2018 12:00,23,630,765,36,Wind blowing from the north-northeast,5,,,,No Significant Clouds,10.0 and more,7
08.02.2018 11:00,21,629.8,765.8,38,Wind blowing from the east,8,,,,No Significant Clouds,10.0 and more,6
08.02.2018 10:00,21,630.5,766.6,38,Wind blowing from the east,10,,,,No Significant Clouds,10.0 and more,6
08.02.2018 09:00,19,629,765.8,46,Wind blowing from the east-northeast,5,,,,"Few clouds (10-30%) 630 m, scattered clouds (40-50%) 6600 m",10.0 and more,7
08.02.2018 08:00,18,628.6,765.8,46,Wind blowing from the north-east,5,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 6600 m",10.0 and more,6
08.02.2018 07:00,15,626.6,765,59,Wind blowing from the north-west,3,,,,Scattered clouds (40-50%) 510 m,10.0 and more,7
08.02.2018 06:00,15,626.6,765,59,Wind blowing from the west-northwest,2,,,,"Few clouds (10-30%), scattered clouds (40-50%) 510 m",10.0 and more,7
08.02.2018 05:00,15,626.6,765,59,"Calm, no wind",0,,,,Few clouds (10-30%) 510 m,10.0 and more,7
08.02.2018 04:00,16,626.5,764.3,55,"Calm, no wind",0,,,,Few clouds (10-30%) 540 m,10.0 and more,7
07.02.2018 21:00,21,628.6,764.3,50,Wind blowing from the east-northeast,5,,,,Scattered clouds (40-50%) 690 m,10.0 and more,10
07.02.2018 20:00,22,628.4,763.5,47,Wind blowing from the east-northeast,5,,,,Few clouds (10-30%) 720 m,10.0 and more,10
07.02.2018 19:00,23,628.8,763.5,44,Wind blowing from the east-northeast,5,,,,Broken clouds (60-90%) 750 m,10.0 and more,10
07.02.2018 18:00,24,628.6,762.8,39,Wind blowing from the east-northeast,8,,,,Few clouds (10-30%) 810 m,10.0 and more,9
07.02.2018 17:00,27,629.2,762,30,Wind blowing from the north-northeast,6,,,,No Significant Clouds,10.0 and more,8
07.02.2018 16:00,27,629.2,762,30,Wind blowing from the north-northeast,6,,,,Few clouds (10-30%) 900 m,10.0 and more,8
07.02.2018 15:00,27,629.2,762,34,Wind blowing from the north-northeast,10,,Light haze,,Few clouds (10-30%) 900 m,10.0 and more,10
07.02.2018 14:00,26,629.4,762.8,37,Wind blowing from the north-northeast,8,,Light haze,,Few clouds (10-30%) 870 m,10.0 and more,10
07.02.2018 13:00,25,630.3,764.3,34,Wind blowing from the east-northeast,5,,,,Few clouds (10-30%) 840 m,10.0 and more,8
07.02.2018 12:00,25,630.8,765,34,Wind blowing from the east-northeast,10,,,,Few clouds (10-30%) 840 m,10.0 and more,8
07.02.2018 11:00,22,630.3,765.8,44,Wind blowing from the north-northeast,5,,,,"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 2700 m",10.0 and more,9
07.02.2018 10:00,21,629.8,765.8,53,,,,,,"Scattered clouds (40-50%) 690 m, broken clouds (60-90%) 2400 m",10.0 and more,11
07.02.2018 09:00,19,629,765.8,60,Wind blowing from the east-northeast,9,,,,"Scattered clouds (40-50%) 630 m, broken clouds (60-90%) 2100 m",10.0 and more,11
06.02.2018 17:00,26,628.8,762,39,Wind blowing from the east-northeast,7,,,,Broken clouds (60-90%) 840 m,10.0 and more,11
06.02.2018 16:00,27,629.2,762,37,Wind blowing from the east-northeast,6,,,,Scattered clouds (40-50%) 870 m,10.0 and more,11
06.02.2018 15:00,27,629.2,762,37,Wind blowing from the east-northeast,5,,,,Scattered clouds (40-50%) 870 m,10.0 and more,11
06.02.2018 14:00,26,629.4,762.8,39,Wind blowing from the east,10,,,,Few clouds (10-30%) 840 m,10.0 and more,11
06.02.2018 13:00,25,630.3,764.3,44,Wind blowing from the east,10,,,,Few clouds (10-30%) 810 m,10.0 and more,12
06.02.2018 12:00,24,630.4,765,47,Wind blowing from the east-northeast,7,,,,Scattered clouds (40-50%) 780 m,10.0 and more,12
06.02.2018 11:00,23,630.7,765.8,53,Wind blowing from the north-east,9,,,,Scattered clouds (40-50%) 750 m,10.0 and more,13
06.02.2018 10:00,21,629.8,765.8,60,Wind blowing from the north-east,10,,,,Broken clouds (60-90%) 690 m,10.0 and more,13
06.02.2018 09:00,20,629.4,765.8,69,Wind blowing from the north-northeast,4,,,,Broken clouds (60-90%) 660 m,10.0 and more,14
06.02.2018 08:00,18,628.6,765.8,73,Wind blowing from the east,3,,,,Scattered clouds (40-50%) 600 m,10.0 and more,13
06.02.2018 07:00,18,627.9,765,73,Wind blowing from the north-east,3,,,,Few clouds (10-30%) 600 m,10.0 and more,13
06.02.2018 06:00,18,627.3,764.3,73,Wind blowing from the north-northeast,2,,,,Few clouds (10-30%) 600 m,10.0 and more,13
06.02.2018 05:00,18,627.3,764.3,73,Wind blowing from the north-east,2,,,,Few clouds (10-30%) 600 m,10.0 and more,13
06.02.2018 04:00,19,627.8,764.3,73,Wind blowing from the north-northeast,2,,,,Scattered clouds (40-50%) 630 m,10.0 and more,14
06.02.2018 03:00,19,627.1,763.5,68,Wind blowing from the north-east,3,,,,Broken clouds (60-90%) 630 m,10.0 and more,13
06.02.2018 02:00,20,628.2,764.3,64,Wind blowing from the east-northeast,4,,,,Scattered clouds (40-50%) 660 m,10.0 and more,13
06.02.2018 01:00,20,628.2,764.3,64,Wind blowing from the north-east,4,,,,Scattered clouds (40-50%) 660 m,10.0 and more,13
06.02.2018 00:00,20,628.2,764.3,64,Wind blowing from the east-northeast,3,,,,Scattered clouds (40-50%) 660 m,10.0 and more,13
05.02.2018 23:00,21,628.6,764.3,57,Wind blowing from the east-northeast,4,,,,Few clouds (10-30%) 690 m,10.0 and more,12
05.02.2018 22:00,21,629.2,765,57,Wind blowing from the east-northeast,6,,,,Few clouds (10-30%) 690 m,10.0 and more,12
05.02.2018 21:00,22,629,764.3,53,Wind blowing from the north-northeast,10,,,,Broken clouds (60-90%) 720 m,10.0 and more,12
05.02.2018 20:00,23,628.8,763.5,50,Wind blowing from the north-east,8,,,,Broken clouds (60-90%) 750 m,10.0 and more,12
05.02.2018 19:00,24,629.2,763.5,44,Wind blowing from the north-east,6,,,,Scattered clouds (40-50%) 780 m,10.0 and more,11
05.02.2018 18:00,25,628.4,762,42,Wind blowing from the east-northeast,7,,,,Scattered clouds (40-50%) 810 m,10.0 and more,11
05.02.2018 17:00,26,628.8,762,37,Wind blowing from the north-east,7,,,,Scattered clouds (40-50%) 840 m,10.0 and more,10
05.02.2018 16:00,27,629.2,762,39,Wind blowing from the east-northeast,5,,,,Few clouds (10-30%) 870 m,10.0 and more,12
05.02.2018 15:00,27,629.2,762,39,Wind blowing from the north-east,9,,,,Few clouds (10-30%) 870 m,10.0 and more,12
05.02.2018 14:00,26,630,763.5,39,Wind blowing from the north-east,8,,,,Few clouds (10-30%) 840 m,10.0 and more,11
05.02.2018 13:00,25,630.3,764.3,44,Wind blowing from the east-northeast,8,,,,Scattered clouds (40-50%) 810 m,10.0 and more,12
05.02.2018 12:00,24,630.4,765,47,Wind blowing from the north-east,8,,,,Scattered clouds (40-50%) 780 m,10.0 and more,12
05.02.2018 11:00,23,630,765,50,Wind blowing from the north-northeast,10,,,,Broken clouds (60-90%) 750 m,10.0 and more,12
05.02.2018 10:00,22,630.3,765.8,57,Wind blowing from the east-northeast,7,,,,Broken clouds (60-90%) 720 m,10.0 and more,13
05.02.2018 09:00,21,629.8,765.8,60,Wind blowing from the east-northeast,6,,,,Few clouds (10-30%) 690 m,10.0 and more,13
05.02.2018 08:00,19,628.3,765,68,Wind blowing from the north-east,5,,,,No clouds,,13
05.02.2018 07:00,17,627.5,765,77,Wind blowing from the north-east,2,,Light fog,,Few clouds (10-30%) 570 m,10.0 and more,13
05.02.2018 06:00,18,627.3,764.3,73,Wind blowing from the north-northeast,3,,,,Few clouds (10-30%) 600 m,10.0 and more,13
05.02.2018 05:00,18,627.3,764.3,73,Wind blowing from the north-northeast,5,,,,Broken clouds (60-90%) 600 m,10.0 and more,13
05.02.2018 04:00,18,627.3,764.3,73,Wind blowing from the north-east,5,,,,Broken clouds (60-90%) 600 m,10.0 and more,13
05.02.2018 03:00,18,628.6,765.8,73,Wind blowing from the north-east,4,,,,Broken clouds (60-90%) 600 m,10.0 and more,13
05.02.2018 02:00,19,629,765.8,64,Wind blowing from the north-east,4,,,,Broken clouds (60-90%) 630 m,10.0 and more,12
05.02.2018 01:00,20,629.4,765.8,60,Wind blowing from the north-east,4,,,,Broken clouds (60-90%) 660 m,10.0 and more,12
04.02.2018 22:00,21,629.2,765,53,Wind blowing from the north-east,5,,,,No clouds,,11
04.02.2018 21:00,22,629,764.3,47,Wind blowing from the north-northeast,5,,,,No Significant Clouds,10.0 and more,10
04.02.2018 20:00,23,628.8,763.5,44,Wind blowing from the north-northeast,4,,,,Few clouds (10-30%) 750 m,10.0 and more,10
04.02.2018 19:00,24,629.2,763.5,39,Wind blowing from the north-east,6,,,,"Few clouds (10-30%) 780 m, broken clouds (60-90%) 2400 m",10.0 and more,9
04.02.2018 18:00,27,629.8,762.8,30,Wind blowing from the east,6,,,,Few clouds (10-30%) 870 m,10.0 and more,8
04.02.2018 17:00,28,629.6,762,26,Wind blowing from the east,9,,,,Few clouds (10-30%) 900 m,10.0 and more,7
04.02.2018 16:00,28,629.6,762,26,Wind blowing from the north-east,3,,,,Few clouds (10-30%) 900 m,10.0 and more,7
04.02.2018 15:00,28,630.2,762.8,26,Wind blowing from the north-east,7,,,,Few clouds (10-30%) 900 m,10.0 and more,7
04.02.2018 14:00,28,630.8,763.5,23,Wind blowing from the east,9,,,,Few clouds (10-30%) 900 m,10.0 and more,5
04.02.2018 13:00,26,630.7,764.3,30,Wind blowing from the east-northeast,8,,,,Few clouds (10-30%) 840 m,10.0 and more,7
04.02.2018 12:00,25,630.3,764.3,36,Wind blowing from the north-east,6,,,,Few clouds (10-30%) 810 m,10.0 and more,9
04.02.2018 11:00,24,630.4,765,41,Wind blowing from the east-northeast,6,,,,No clouds,,10
04.02.2018 10:00,22,630.3,765.8,53,Wind blowing from the north,5,,,,Few clouds (10-30%) 720 m,10.0 and more,12
04.02.2018 09:00,20,629.4,765.8,64,Wind blowing from the north-northeast,5,,,,Few clouds (10-30%) 660 m,10.0 and more,13
04.02.2018 08:00,17,627.5,765,68,"Calm, no wind",0,,,,Few clouds (10-30%) 570 m,10.0 and more,11
04.02.2018 07:00,14,626.2,765,82,"Calm, no wind",0,,Light haze,,Few clouds (10-30%) 480 m,10.0 and more,11
04.02.2018 06:00,14,626.2,765,82,"Calm, no wind",0,,,,Few clouds (10-30%) 480 m,10.0 and more,11
04.02.2018 05:00,15,626.6,765,77,"Calm, no wind",0,,,,No clouds,,11
04.02.2018 04:00,15,626.6,765,72,"Calm, no wind",0,,,,No clouds,,10
04.02.2018 03:00,16,627.1,765,68,"Calm, no wind",0,,,,No clouds,,10
04.02.2018 02:00,17,627.5,765,59,Wind blowing from the east-northeast,3,,,,No clouds,,9
03.02.2018 21:00,22,629.6,765,38,Wind blowing from the east-northeast,5,,,,No clouds,,7
03.02.2018 20:00,23,628.8,763.5,33,Wind blowing from the east-northeast,7,,,,No clouds,,6
03.02.2018 19:00,24,629.2,763.5,25,Wind blowing from the east-northeast,7,,,,Few clouds (10-30%) 780 m,10.0 and more,3
03.02.2018 18:00,26,630,763.5,23,Wind blowing from the east-northeast,5,,,,Few clouds (10-30%) 840 m,10.0 and more,3
03.02.2018 17:00,26,629.4,762.8,30,Wind blowing from the east-northeast,8,,,,Few clouds (10-30%) 900 m,10.0 and more,7
03.02.2018 16:00,27,629.8,762.8,24,Wind blowing from the east-northeast,6,,,,Few clouds (10-30%) 900 m,10.0 and more,5
03.02.2018 15:00,27,630.4,763.5,24,Wind blowing from the east-northeast,11,,,,Few clouds (10-30%) 900 m,10.0 and more,5
03.02.2018 14:00,27,631.1,764.3,24,Wind blowing from the east-northeast,10,,,,Few clouds (10-30%) 900 m,10.0 and more,5
03.02.2018 13:00,27,631.6,765,24,Wind blowing from the east-northeast,10,,,,Few clouds (10-30%) 870 m,10.0 and more,5
03.02.2018 12:00,26,631.9,765.8,51,Wind blowing from the east-northeast,10,,,,No clouds,,15
03.02.2018 11:00,24,631.1,765.8,34,Wind blowing from the north-east,5,,,,No clouds,,7
03.02.2018 10:00,21,630.5,766.6,53,Wind blowing from the north-east,5,,,,No clouds,,11
03.02.2018 09:00,20,630.1,766.6,60,Wind blowing from the north-east,5,,,,No clouds,,12
03.02.2018 08:00,17,628.1,765.8,73,Wind blowing from the north,4,,,,No clouds,,12
03.02.2018 07:00,14,626.9,765.8,82,"Calm, no wind",0,,Light haze,,Few clouds (10-30%) 480 m,10.0 and more,11
03.02.2018 06:00,14,626.2,765,82,"Calm, no wind",0,,,,Few clouds (10-30%) 480 m,10.0 and more,11
03.02.2018 05:00,14,626.2,765,82,"Calm, no wind",0,,,,No clouds,,11
03.02.2018 04:00,15,626.6,765,72,"Calm, no wind",0,,,,No clouds,,10
03.02.2018 03:00,16,627.1,765,68,Wind blowing from the north-east,2,,,,No clouds,,10
03.02.2018 02:00,17,627.5,765,64,"Calm, no wind",0,,,,No clouds,,10
02.02.2018 20:00,22,629,764.3,41,Wind blowing from the east-northeast,5,,,,No clouds,,8
02.02.2018 19:00,23,628.8,763.5,38,Wind blowing from the east-northeast,7,,,,Few clouds (10-30%) 750 m,10.0 and more,8
02.02.2018 18:00,25,629.6,763.5,42,Wind blowing from the east-northeast,9,,,,Few clouds (10-30%) 810 m,10.0 and more,11
02.02.2018 17:00,26,629.4,762.8,39,Wind blowing from the east-northeast,9,,,,Few clouds (10-30%) 840 m,10.0 and more,11
02.02.2018 16:00,27,629.8,762.8,34,Wind blowing from the east-northeast,6,,,,Few clouds (10-30%) 870 m,10.0 and more,10
02.02.2018 15:00,26,630,763.5,51,Wind blowing from the east-northeast,6,,,,Few clouds (10-30%) 840 m,10.0 and more,15
02.02.2018 14:00,25,629.6,763.5,47,Wind blowing from the east,10,,,,Few clouds (10-30%) 810 m,10.0 and more,13
02.02.2018 13:00,25,630.3,764.3,42,Wind blowing from the east-northeast,10,,,,Few clouds (10-30%) 810 m,10.0 and more,11
02.02.2018 12:00,24,630.4,765,44,Wind blowing from the north-east,5,,,,Scattered clouds (40-50%)26,10.0 and more,11
02.02.2018 11:00,23,630,765,47,Wind blowing from the east-northeast,8,,,,Few clouds (10-30%) 750 m,10.0 and more,11
02.02.2018 10:00,22,630.3,765.8,53,Wind blowing from the north-northeast,5,,,,Few clouds (10-30%) 720 m,10.0 and more,12
02.02.2018 09:00,20,629.4,765.8,64,Wind blowing from the east-northeast,5,,,,Scattered clouds (40-50%) 660 m,10.0 and more,13
02.02.2018 08:00,17,627.5,765,77,Wind blowing from the north,3,,,,Few clouds (10-30%) 540 m,10.0 and more,13
02.02.2018 07:00,15,626.6,765,82,"Calm, no wind",0,,Light haze,,Few clouds (10-30%) 480 m,9,12
02.02.2018 06:00,15,626.6,765,88,"Calm, no wind",0,,,,Few clouds (10-30%) 480 m,10.0 and more,13
02.02.2018 05:00,15,626.1,764.3,88,"Calm, no wind",0,,,,Few clouds (10-30%) 480 m,10.0 and more,13
02.02.2018 04:00,16,626.5,764.3,88,"Calm, no wind",0,,,,Few clouds (10-30%) 480 m,10.0 and more,14
02.02.2018 03:00,17,626.9,764.3,77,"Calm, no wind",0,,,,Few clouds (10-30%) 510 m,10.0 and more,13
02.02.2018 02:00,17,626.9,764.3,83,"Calm, no wind",0,,,,Few clouds (10-30%) 540 m,10.0 and more,14
02.02.2018 01:00,17,626.9,764.3,94,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,16
02.02.2018 00:00,18,627.3,764.3,88,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,16
01.02.2018 22:00,20,628.2,764.3,78,Wind blowing from the north-northeast,5,,,,No Significant Clouds,10.0 and more,16
01.02.2018 21:00,22,629,764.3,69,Wind blowing from the east-northeast,5,,,,No Significant Clouds,10.0 and more,16
01.02.2018 20:00,23,628.8,763.5,47,Wind blowing from the east-northeast,5,,,,Few clouds (10-30%) 750 m,10.0 and more,11
01.02.2018 19:00,24,628.6,762.8,44,Wind blowing from the east,7,,,,Few clouds (10-30%) 780 m,10.0 and more,11
01.02.2018 18:00,25,629,762.8,39,Wind blowing from the east-northeast,9,,,,Few clouds (10-30%) 810 m,10.0 and more,10
01.02.2018 17:00,26,628.8,762,32,Wind blowing from the east-northeast,7,,,,Few clouds (10-30%) 840 m,10.0 and more,8
01.02.2018 16:00,27,629.8,762.8,28,Wind blowing from the east,8,,,,Few clouds (10-30%) 870 m,10.0 and more,7
01.02.2018 15:00,27,629.8,762.8,32,Wind blowing from the north-east,8,,,,Few clouds (10-30%) 870 m,10.0 and more,9
01.02.2018 14:00,26,630,763.5,34,Wind blowing from the north-east,7,,,,Few clouds (10-30%) 840 m,10.0 and more,9
01.02.2018 13:00,26,630.7,764.3,37,Wind blowing from the north-northeast,9,,,,Few clouds (10-30%) 840 m,10.0 and more,10
01.02.2018 12:00,25,630.8,765,39,Wind blowing from the north-northeast,7,,,,"Few clouds (10-30%) 810 m, scattered clouds (40-50%) 6600 m",10.0 and more,10
01.02.2018 11:00,23,630.7,765.8,47,Wind blowing from the north-northeast,4,,,,"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 6600 m",10.0 and more,11
01.02.2018 10:00,21,629.8,765.8,57,Wind blowing from the north-northeast,7,,,,"Few clouds (10-30%) 690 m, scattered clouds (40-50%) 6600 m",10.0 and more,12
01.02.2018 09:00,19,629,765.8,64,Wind blowing from the north-northeast,5,,,,"Few clouds (10-30%) 630 m, scattered clouds (40-50%) 6600 m",10.0 and more,12
01.02.2018 08:00,18,628.6,765.8,73,Wind blowing from the north-northeast,2,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 6600 m",10.0 and more,13
01.02.2018 07:00,16,627.1,765,77,"Calm, no wind",0,,,,Scattered clouds (40-50%) 540 m,10.0 and more,12
01.02.2018 06:00,17,626.9,764.3,83,"Calm, no wind",0,,,,Scattered clouds (40-50%) 570 m,10.0 and more,14
01.02.2018 05:00,18,627.3,764.3,83,"Calm, no wind",0,,,,Scattered clouds (40-50%) 600 m,10.0 and more,15
01.02.2018 04:00,18,627.3,764.3,83,"Calm, no wind",0,,,,Scattered clouds (40-50%) 600 m,10.0 and more,15
