ride_id,travel_date,travel_time,travel_from,car_type,max_capacity,number_of_ticket,date,dayofweek,dayofyear,dayofmonth,year_woy,hour,minute,is_weekend,year,quarter,month
9725,04-02-18,7:13,Rongo,Bus,49,1,2018-02-04 07:13:00,6,35,4,20185,7,13,1,2018,1,2
9726,04-02-18,7:08,Rongo,Bus,49,1,2018-02-04 07:08:00,6,35,4,20185,7,8,1,2018,1,2
9727,04-02-18,7:08,Awendo,Bus,49,3,2018-02-04 07:08:00,6,35,4,20185,7,8,1,2018,1,2
9728,04-02-18,7:14,Nyachenge,Bus,49,1,2018-02-04 07:14:00,6,35,4,20185,7,14,1,2018,1,2
9729,04-02-18,7:40,Keroka,shuttle,11,1,2018-02-04 07:40:00,6,35,4,20185,7,40,1,2018,1,2
9730,18-01-18,10:00,Kisii,shuttle,11,9,2018-01-18 10:00:00,3,18,18,20183,10,0,0,2018,1,1
9731,18-01-18,9:50,Kisii,shuttle,11,11,2018-01-18 09:50:00,3,18,18,20183,9,50,0,2018,1,1
9732,18-01-18,9:40,Kisii,shuttle,11,11,2018-01-18 09:40:00,3,18,18,20183,9,40,0,2018,1,1
9733,04-02-18,7:00,Migori,Bus,49,1,2018-02-04 07:00:00,6,35,4,20185,7,0,1,2018,1,2
9734,18-01-18,9:30,Kisii,shuttle,11,11,2018-01-18 09:30:00,3,18,18,20183,9,30,0,2018,1,1
9735,18-01-18,9:20,Kisii,shuttle,11,11,2018-01-18 09:20:00,3,18,18,20183,9,20,0,2018,1,1
9736,18-01-18,9:10,Kisii,shuttle,11,11,2018-01-18 09:10:00,3,18,18,20183,9,10,0,2018,1,1
9737,18-01-18,9:00,Kisii,shuttle,11,11,2018-01-18 09:00:00,3,18,18,20183,9,0,0,2018,1,1
9738,04-02-18,10:57,Keroka,shuttle,11,1,2018-02-04 10:57:00,6,35,4,20185,10,57,1,2018,1,2
9739,18-01-18,8:50,Kisii,shuttle,11,11,2018-01-18 08:50:00,3,18,18,20183,8,50,0,2018,1,1
9740,04-02-18,19:07,Migori,Bus,49,1,2018-02-04 19:07:00,6,35,4,20185,19,7,1,2018,1,2
9741,18-01-18,8:40,Kisii,shuttle,11,10,2018-01-18 08:40:00,3,18,18,20183,8,40,0,2018,1,1
9742,18-01-18,8:30,Kisii,shuttle,11,11,2018-01-18 08:30:00,3,18,18,20183,8,30,0,2018,1,1
9743,18-01-18,8:20,Kisii,shuttle,11,11,2018-01-18 08:20:00,3,18,18,20183,8,20,0,2018,1,1
9744,18-01-18,8:10,Kisii,shuttle,11,6,2018-01-18 08:10:00,3,18,18,20183,8,10,0,2018,1,1
9745,18-01-18,8:00,Kisii,shuttle,11,6,2018-01-18 08:00:00,3,18,18,20183,8,0,0,2018,1,1
9746,18-01-18,7:50,Kisii,shuttle,11,11,2018-01-18 07:50:00,3,18,18,20183,7,50,0,2018,1,1
9747,18-01-18,19:04,Kisii,Bus,49,5,2018-01-18 19:04:00,3,18,18,20183,19,4,0,2018,1,1
9748,18-01-18,7:40,Kisii,shuttle,11,9,2018-01-18 07:40:00,3,18,18,20183,7,40,0,2018,1,1
9749,18-01-18,6:50,Kisii,shuttle,11,5,2018-01-18 06:50:00,3,18,18,20183,6,50,0,2018,1,1
9750,18-01-18,7:30,Kisii,shuttle,11,6,2018-01-18 07:30:00,3,18,18,20183,7,30,0,2018,1,1
9751,18-01-18,19:03,Kisii,Bus,49,2,2018-01-18 19:03:00,3,18,18,20183,19,3,0,2018,1,1
9752,18-01-18,7:20,Kisii,shuttle,11,3,2018-01-18 07:20:00,3,18,18,20183,7,20,0,2018,1,1
9753,18-01-18,7:00,Kisii,shuttle,11,8,2018-01-18 07:00:00,3,18,18,20183,7,0,0,2018,1,1
9754,18-01-18,7:07,Kisii,Bus,49,3,2018-01-18 07:07:00,3,18,18,20183,7,7,0,2018,1,1
9755,18-01-18,5:10,Kisii,shuttle,11,1,2018-01-18 05:10:00,3,18,18,20183,5,10,0,2018,1,1
9756,18-01-18,5:20,Kisii,shuttle,11,1,2018-01-18 05:20:00,3,18,18,20183,5,20,0,2018,1,1
9757,04-02-18,7:13,Kehancha,Bus,49,1,2018-02-04 07:13:00,6,35,4,20185,7,13,1,2018,1,2
9760,04-02-18,7:07,Keroka,Bus,49,2,2018-02-04 07:07:00,6,35,4,20185,7,7,1,2018,1,2
9762,04-02-18,6:30,Keroka,shuttle,11,2,2018-02-04 06:30:00,6,35,4,20185,6,30,1,2018,1,2
9764,17-01-18,9:00,Kisii,shuttle,11,9,2018-01-17 09:00:00,2,17,17,20183,9,0,0,2018,1,1
9765,17-01-18,8:40,Kisii,shuttle,11,10,2018-01-17 08:40:00,2,17,17,20183,8,40,0,2018,1,1
9766,17-01-18,8:00,Kisii,shuttle,11,10,2018-01-17 08:00:00,2,17,17,20183,8,0,0,2018,1,1
9767,17-01-18,8:30,Kisii,shuttle,11,10,2018-01-17 08:30:00,2,17,17,20183,8,30,0,2018,1,1
9768,17-01-18,8:10,Kisii,shuttle,11,10,2018-01-17 08:10:00,2,17,17,20183,8,10,0,2018,1,1
9769,04-02-18,5:00,Kijauri,shuttle,11,1,2018-02-04 05:00:00,6,35,4,20185,5,0,1,2018,1,2
9770,17-01-18,8:50,Kisii,shuttle,11,8,2018-01-17 08:50:00,2,17,17,20183,8,50,0,2018,1,1
9771,04-02-18,7:00,Rongo,Bus,49,9,2018-02-04 07:00:00,6,35,4,20185,7,0,1,2018,1,2
9772,04-02-18,7:06,Kijauri,Bus,49,1,2018-02-04 07:06:00,6,35,4,20185,7,6,1,2018,1,2
9773,17-01-18,8:20,Kisii,shuttle,11,9,2018-01-17 08:20:00,2,17,17,20183,8,20,0,2018,1,1
9774,04-02-18,7:02,Kijauri,Bus,49,1,2018-02-04 07:02:00,6,35,4,20185,7,2,1,2018,1,2
9775,17-01-18,7:50,Kisii,shuttle,11,10,2018-01-17 07:50:00,2,17,17,20183,7,50,0,2018,1,1
9776,17-01-18,5:20,Kisii,shuttle,11,1,2018-01-17 05:20:00,2,17,17,20183,5,20,0,2018,1,1
9777,17-01-18,5:00,Kisii,shuttle,11,2,2018-01-17 05:00:00,2,17,17,20183,5,0,0,2018,1,1
9778,17-01-18,6:40,Kisii,shuttle,11,4,2018-01-17 06:40:00,2,17,17,20183,6,40,0,2018,1,1
9781,04-02-18,7:04,Homa Bay,Bus,49,24,2018-02-04 07:04:00,6,35,4,20185,7,4,1,2018,1,2
9782,04-02-18,7:15,Migori,Bus,49,20,2018-02-04 07:15:00,6,35,4,20185,7,15,1,2018,1,2
9783,04-02-18,7:00,Sirare,Bus,49,7,2018-02-04 07:00:00,6,35,4,20185,7,0,1,2018,1,2
9784,04-02-18,6:10,Kijauri,shuttle,11,3,2018-02-04 06:10:00,6,35,4,20185,6,10,1,2018,1,2
9785,04-02-18,5:40,Kijauri,shuttle,11,1,2018-02-04 05:40:00,6,35,4,20185,5,40,1,2018,1,2
9786,04-02-18,7:04,Rongo,Bus,49,5,2018-02-04 07:04:00,6,35,4,20185,7,4,1,2018,1,2
9787,04-02-18,7:09,Rongo,Bus,49,1,2018-02-04 07:09:00,6,35,4,20185,7,9,1,2018,1,2
9801,16-01-18,9:30,Kisii,shuttle,11,11,2018-01-16 09:30:00,1,16,16,20183,9,30,0,2018,1,1
9802,16-01-18,7:04,Kisii,Bus,49,2,2018-01-16 07:04:00,1,16,16,20183,7,4,0,2018,1,1
9803,16-01-18,8:20,Kisii,shuttle,11,7,2018-01-16 08:20:00,1,16,16,20183,8,20,0,2018,1,1
9804,16-01-18,8:00,Kisii,shuttle,11,10,2018-01-16 08:00:00,1,16,16,20183,8,0,0,2018,1,1
9805,16-01-18,8:40,Kisii,shuttle,11,9,2018-01-16 08:40:00,1,16,16,20183,8,40,0,2018,1,1
9806,16-01-18,9:00,Kisii,shuttle,11,4,2018-01-16 09:00:00,1,16,16,20183,9,0,0,2018,1,1
9807,05-02-18,19:07,Sirare,Bus,49,47,2018-02-05 19:07:00,0,36,5,20186,19,7,0,2018,1,2
9808,05-02-18,7:08,Migori,Bus,49,18,2018-02-05 07:08:00,0,36,5,20186,7,8,0,2018,1,2
9809,05-02-18,19:03,Keroka,Bus,49,2,2018-02-05 19:03:00,0,36,5,20186,19,3,0,2018,1,2
9810,05-02-18,7:09,Homa Bay,Bus,49,33,2018-02-05 07:09:00,0,36,5,20186,7,9,0,2018,1,2
9811,05-02-18,19:04,Keroka,Bus,49,2,2018-02-05 19:04:00,0,36,5,20186,19,4,0,2018,1,2
9812,05-02-18,7:12,Migori,Bus,49,35,2018-02-05 07:12:00,0,36,5,20186,7,12,0,2018,1,2
9813,05-02-18,7:08,Kehancha,Bus,49,10,2018-02-05 07:08:00,0,36,5,20186,7,8,0,2018,1,2
9814,05-02-18,7:05,Rongo,Bus,49,19,2018-02-05 07:05:00,0,36,5,20186,7,5,0,2018,1,2
9815,05-02-18,7:06,Kijauri,Bus,49,8,2018-02-05 07:06:00,0,36,5,20186,7,6,0,2018,1,2
9816,05-02-18,7:08,Awendo,Bus,49,4,2018-02-05 07:08:00,0,36,5,20186,7,8,0,2018,1,2
9817,05-02-18,7:09,Rongo,Bus,49,1,2018-02-05 07:09:00,0,36,5,20186,7,9,0,2018,1,2
9818,05-02-18,19:06,Keroka,Bus,49,1,2018-02-05 19:06:00,0,36,5,20186,19,6,0,2018,1,2
9819,16-01-18,8:10,Kisii,shuttle,11,6,2018-01-16 08:10:00,1,16,16,20183,8,10,0,2018,1,1
9820,16-01-18,8:30,Kisii,shuttle,11,8,2018-01-16 08:30:00,1,16,16,20183,8,30,0,2018,1,1
9821,05-02-18,7:04,Rongo,Bus,49,10,2018-02-05 07:04:00,0,36,5,20186,7,4,0,2018,1,2
9822,16-01-18,7:40,Kisii,shuttle,11,5,2018-01-16 07:40:00,1,16,16,20183,7,40,0,2018,1,1
9823,16-01-18,7:20,Kisii,shuttle,11,2,2018-01-16 07:20:00,1,16,16,20183,7,20,0,2018,1,1
9824,16-01-18,5:00,Kisii,shuttle,11,2,2018-01-16 05:00:00,1,16,16,20183,5,0,0,2018,1,1
9825,16-01-18,5:10,Kisii,shuttle,11,1,2018-01-16 05:10:00,1,16,16,20183,5,10,0,2018,1,1
9833,15-01-18,7:06,Kisii,Bus,49,3,2018-01-15 07:06:00,0,15,15,20183,7,6,0,2018,1,1
9834,15-01-18,8:30,Kisii,shuttle,11,1,2018-01-15 08:30:00,0,15,15,20183,8,30,0,2018,1,1
9835,15-01-18,7:50,Kisii,shuttle,11,1,2018-01-15 07:50:00,0,15,15,20183,7,50,0,2018,1,1
9836,15-01-18,8:10,Kisii,shuttle,11,1,2018-01-15 08:10:00,0,15,15,20183,8,10,0,2018,1,1
9837,15-01-18,8:50,Kisii,shuttle,11,1,2018-01-15 08:50:00,0,15,15,20183,8,50,0,2018,1,1
9838,15-01-18,7:04,Kisii,Bus,49,1,2018-01-15 07:04:00,0,15,15,20183,7,4,0,2018,1,1
9839,15-01-18,5:50,Kisii,shuttle,11,1,2018-01-15 05:50:00,0,15,15,20183,5,50,0,2018,1,1
9840,15-01-18,6:00,Kisii,shuttle,11,1,2018-01-15 06:00:00,0,15,15,20183,6,0,0,2018,1,1
9841,15-01-18,19:06,Kisii,Bus,49,1,2018-01-15 19:06:00,0,15,15,20183,19,6,0,2018,1,1
9845,05-02-18,9:00,Kijauri,shuttle,11,1,2018-02-05 09:00:00,0,36,5,20186,9,0,0,2018,1,2
9848,05-02-18,8:40,Keroka,shuttle,11,1,2018-02-05 08:40:00,0,36,5,20186,8,40,0,2018,1,2
9851,14-01-18,7:06,Kisii,Bus,49,3,2018-01-14 07:06:00,6,14,14,20182,7,6,1,2018,1,1
9852,14-01-18,8:20,Kisii,shuttle,11,10,2018-01-14 08:20:00,6,14,14,20182,8,20,1,2018,1,1
9853,14-01-18,9:30,Kisii,shuttle,11,1,2018-01-14 09:30:00,6,14,14,20182,9,30,1,2018,1,1
9854,14-01-18,8:30,Kisii,shuttle,11,9,2018-01-14 08:30:00,6,14,14,20182,8,30,1,2018,1,1
9855,14-01-18,9:20,Kisii,shuttle,11,11,2018-01-14 09:20:00,6,14,14,20182,9,20,1,2018,1,1
9856,05-02-18,8:20,Kijauri,shuttle,11,1,2018-02-05 08:20:00,0,36,5,20186,8,20,0,2018,1,2
9857,14-01-18,8:10,Kisii,shuttle,11,7,2018-01-14 08:10:00,6,14,14,20182,8,10,1,2018,1,1
9858,14-01-18,9:10,Kisii,shuttle,11,7,2018-01-14 09:10:00,6,14,14,20182,9,10,1,2018,1,1
9859,14-01-18,9:00,Kisii,shuttle,11,10,2018-01-14 09:00:00,6,14,14,20182,9,0,1,2018,1,1
9860,14-01-18,8:50,Kisii,shuttle,11,7,2018-01-14 08:50:00,6,14,14,20182,8,50,1,2018,1,1
9861,14-01-18,8:40,Kisii,shuttle,11,8,2018-01-14 08:40:00,6,14,14,20182,8,40,1,2018,1,1
9862,05-02-18,7:40,Kijauri,shuttle,11,1,2018-02-05 07:40:00,0,36,5,20186,7,40,0,2018,1,2
9863,05-02-18,7:50,Kijauri,shuttle,11,1,2018-02-05 07:50:00,0,36,5,20186,7,50,0,2018,1,2
9864,14-01-18,8:00,Kisii,shuttle,11,11,2018-01-14 08:00:00,6,14,14,20182,8,0,1,2018,1,1
9865,14-01-18,7:50,Kisii,shuttle,11,11,2018-01-14 07:50:00,6,14,14,20182,7,50,1,2018,1,1
9866,14-01-18,7:40,Kisii,shuttle,11,7,2018-01-14 07:40:00,6,14,14,20182,7,40,1,2018,1,1
9867,14-01-18,7:20,Kisii,shuttle,11,10,2018-01-14 07:20:00,6,14,14,20182,7,20,1,2018,1,1
9868,05-02-18,7:20,Kijauri,shuttle,11,1,2018-02-05 07:20:00,0,36,5,20186,7,20,0,2018,1,2
9869,14-01-18,7:30,Kisii,shuttle,11,5,2018-01-14 07:30:00,6,14,14,20182,7,30,1,2018,1,1
9870,05-02-18,7:00,Kijauri,shuttle,11,3,2018-02-05 07:00:00,0,36,5,20186,7,0,0,2018,1,2
9871,05-02-18,7:04,Homa Bay,Bus,49,25,2018-02-05 07:04:00,0,36,5,20186,7,4,0,2018,1,2
9872,14-01-18,5:00,Kisii,shuttle,11,1,2018-01-14 05:00:00,6,14,14,20182,5,0,1,2018,1,1
9875,05-02-18,7:00,Migori,Bus,49,2,2018-02-05 07:00:00,0,36,5,20186,7,0,0,2018,1,2
9876,05-02-18,7:00,Sirare,Bus,49,12,2018-02-05 07:00:00,0,36,5,20186,7,0,0,2018,1,2
9877,05-02-18,7:15,Migori,Bus,49,6,2018-02-05 07:15:00,0,36,5,20186,7,15,0,2018,1,2
9878,05-02-18,7:04,Nyachenge,Bus,49,1,2018-02-05 07:04:00,0,36,5,20186,7,4,0,2018,1,2
9879,05-02-18,6:30,Keroka,shuttle,11,1,2018-02-05 06:30:00,0,36,5,20186,6,30,0,2018,1,2
9880,05-02-18,7:10,Rongo,Bus,49,2,2018-02-05 07:10:00,0,36,5,20186,7,10,0,2018,1,2
9881,05-02-18,7:04,Keroka,Bus,49,1,2018-02-05 07:04:00,0,36,5,20186,7,4,0,2018,1,2
9891,05-02-18,7:11,Homa Bay,Bus,49,1,2018-02-05 07:11:00,0,36,5,20186,7,11,0,2018,1,2
9892,13-01-18,7:06,Kisii,Bus,49,2,2018-01-13 07:06:00,5,13,13,20182,7,6,1,2018,1,1
9893,13-01-18,5:10,Kisii,shuttle,11,1,2018-01-13 05:10:00,5,13,13,20182,5,10,1,2018,1,1
9894,13-01-18,10:40,Kisii,shuttle,11,1,2018-01-13 10:40:00,5,13,13,20182,10,40,1,2018,1,1
9895,13-01-18,7:30,Kisii,shuttle,11,1,2018-01-13 07:30:00,5,13,13,20182,7,30,1,2018,1,1
9896,13-01-18,10:55,Kisii,shuttle,11,1,2018-01-13 10:55:00,5,13,13,20182,10,55,1,2018,1,1
9899,06-02-18,7:09,Rongo,Bus,49,6,2018-02-06 07:09:00,1,37,6,20186,7,9,0,2018,1,2
9900,06-02-18,7:04,Rongo,Bus,49,4,2018-02-06 07:04:00,1,37,6,20186,7,4,0,2018,1,2
9901,06-02-18,7:04,Kijauri,Bus,49,1,2018-02-06 07:04:00,1,37,6,20186,7,4,0,2018,1,2
9902,06-02-18,7:12,Migori,Bus,49,16,2018-02-06 07:12:00,1,37,6,20186,7,12,0,2018,1,2
9903,06-02-18,7:05,Nyachenge,Bus,49,8,2018-02-06 07:05:00,1,37,6,20186,7,5,0,2018,1,2
9904,06-02-18,19:07,Sirare,Bus,49,34,2018-02-06 19:07:00,1,37,6,20186,19,7,0,2018,1,2
9905,06-02-18,7:09,Homa Bay,Bus,49,30,2018-02-06 07:09:00,1,37,6,20186,7,9,0,2018,1,2
9906,06-02-18,7:12,Awendo,Bus,49,1,2018-02-06 07:12:00,1,37,6,20186,7,12,0,2018,1,2
9907,06-02-18,7:14,Rongo,Bus,49,1,2018-02-06 07:14:00,1,37,6,20186,7,14,0,2018,1,2
9908,06-02-18,7:04,Keroka,Bus,49,3,2018-02-06 07:04:00,1,37,6,20186,7,4,0,2018,1,2
9909,06-02-18,7:10,Homa Bay,Bus,49,5,2018-02-06 07:10:00,1,37,6,20186,7,10,0,2018,1,2
9910,06-02-18,7:05,Rongo,Bus,49,21,2018-02-06 07:05:00,1,37,6,20186,7,5,0,2018,1,2
9911,06-02-18,7:13,Kehancha,Bus,49,8,2018-02-06 07:13:00,1,37,6,20186,7,13,0,2018,1,2
9912,06-02-18,7:06,Kijauri,Bus,49,8,2018-02-06 07:06:00,1,37,6,20186,7,6,0,2018,1,2
9913,06-02-18,7:08,Kehancha,Bus,49,21,2018-02-06 07:08:00,1,37,6,20186,7,8,0,2018,1,2
9914,06-02-18,7:08,Awendo,Bus,49,4,2018-02-06 07:08:00,1,37,6,20186,7,8,0,2018,1,2
9924,12-01-18,8:00,Kisii,shuttle,11,7,2018-01-12 08:00:00,4,12,12,20182,8,0,0,2018,1,1
9925,12-01-18,10:53,Kisii,shuttle,11,8,2018-01-12 10:53:00,4,12,12,20182,10,53,0,2018,1,1
9926,12-01-18,9:30,Kisii,shuttle,11,11,2018-01-12 09:30:00,4,12,12,20182,9,30,0,2018,1,1
9927,12-01-18,10:52,Kisii,shuttle,11,11,2018-01-12 10:52:00,4,12,12,20182,10,52,0,2018,1,1
9928,12-01-18,10:51,Kisii,shuttle,11,11,2018-01-12 10:51:00,4,12,12,20182,10,51,0,2018,1,1
9929,12-01-18,10:50,Kisii,shuttle,11,11,2018-01-12 10:50:00,4,12,12,20182,10,50,0,2018,1,1
9930,12-01-18,10:30,Kisii,shuttle,11,11,2018-01-12 10:30:00,4,12,12,20182,10,30,0,2018,1,1
9931,12-01-18,10:40,Kisii,shuttle,11,11,2018-01-12 10:40:00,4,12,12,20182,10,40,0,2018,1,1
9932,06-02-18,7:00,Keroka,shuttle,11,1,2018-02-06 07:00:00,1,37,6,20186,7,0,0,2018,1,2
9933,12-01-18,9:20,Kisii,shuttle,11,11,2018-01-12 09:20:00,4,12,12,20182,9,20,0,2018,1,1
9934,12-01-18,10:20,Kisii,shuttle,11,11,2018-01-12 10:20:00,4,12,12,20182,10,20,0,2018,1,1
9935,12-01-18,10:10,Kisii,shuttle,11,11,2018-01-12 10:10:00,4,12,12,20182,10,10,0,2018,1,1
9936,12-01-18,9:40,Kisii,shuttle,11,11,2018-01-12 09:40:00,4,12,12,20182,9,40,0,2018,1,1
9937,06-02-18,6:50,Kijauri,shuttle,11,2,2018-02-06 06:50:00,1,37,6,20186,6,50,0,2018,1,2
9938,12-01-18,10:00,Kisii,shuttle,11,11,2018-01-12 10:00:00,4,12,12,20182,10,0,0,2018,1,1
9939,06-02-18,7:04,Homa Bay,Bus,49,21,2018-02-06 07:04:00,1,37,6,20186,7,4,0,2018,1,2
9940,06-02-18,7:08,Migori,Bus,49,5,2018-02-06 07:08:00,1,37,6,20186,7,8,0,2018,1,2
9941,06-02-18,7:00,Sirare,Bus,49,3,2018-02-06 07:00:00,1,37,6,20186,7,0,0,2018,1,2
9942,06-02-18,5:50,Kijauri,shuttle,11,2,2018-02-06 05:50:00,1,37,6,20186,5,50,0,2018,1,2
9943,06-02-18,7:15,Migori,Bus,49,15,2018-02-06 07:15:00,1,37,6,20186,7,15,0,2018,1,2
9944,06-02-18,5:30,Kijauri,shuttle,11,1,2018-02-06 05:30:00,1,37,6,20186,5,30,0,2018,1,2
9946,06-02-18,5:10,Kijauri,shuttle,11,2,2018-02-06 05:10:00,1,37,6,20186,5,10,0,2018,1,2
9947,06-02-18,7:04,Nyachenge,Bus,49,1,2018-02-06 07:04:00,1,37,6,20186,7,4,0,2018,1,2
9949,12-01-18,9:50,Kisii,shuttle,11,11,2018-01-12 09:50:00,4,12,12,20182,9,50,0,2018,1,1
9958,12-01-18,9:10,Kisii,shuttle,11,11,2018-01-12 09:10:00,4,12,12,20182,9,10,0,2018,1,1
9959,12-01-18,8:50,Kisii,shuttle,11,11,2018-01-12 08:50:00,4,12,12,20182,8,50,0,2018,1,1
9960,12-01-18,9:00,Kisii,shuttle,11,8,2018-01-12 09:00:00,4,12,12,20182,9,0,0,2018,1,1
9961,12-01-18,8:40,Kisii,shuttle,11,9,2018-01-12 08:40:00,4,12,12,20182,8,40,0,2018,1,1
9962,07-02-18,19:07,Sirare,Bus,49,36,2018-02-07 19:07:00,2,38,7,20186,19,7,0,2018,1,2
9963,07-02-18,7:08,Rongo,Bus,49,7,2018-02-07 07:08:00,2,38,7,20186,7,8,0,2018,1,2
9964,07-02-18,7:09,Homa Bay,Bus,49,31,2018-02-07 07:09:00,2,38,7,20186,7,9,0,2018,1,2
9965,07-02-18,7:08,Awendo,Bus,49,11,2018-02-07 07:08:00,2,38,7,20186,7,8,0,2018,1,2
9966,07-02-18,7:07,Keroka,Bus,49,1,2018-02-07 07:07:00,2,38,7,20186,7,7,0,2018,1,2
9967,07-02-18,7:12,Migori,Bus,49,37,2018-02-07 07:12:00,2,38,7,20186,7,12,0,2018,1,2
9968,07-02-18,7:05,Rongo,Bus,49,28,2018-02-07 07:05:00,2,38,7,20186,7,5,0,2018,1,2
9969,07-02-18,7:10,Homa Bay,Bus,49,2,2018-02-07 07:10:00,2,38,7,20186,7,10,0,2018,1,2
9970,07-02-18,7:10,Rongo,Bus,49,1,2018-02-07 07:10:00,2,38,7,20186,7,10,0,2018,1,2
9971,07-02-18,19:04,Keroka,Bus,49,1,2018-02-07 19:04:00,2,38,7,20186,19,4,0,2018,1,2
9972,07-02-18,19:06,Keroka,Bus,49,1,2018-02-07 19:06:00,2,38,7,20186,19,6,0,2018,1,2
9973,07-02-18,19:03,Keroka,Bus,49,2,2018-02-07 19:03:00,2,38,7,20186,19,3,0,2018,1,2
9974,12-01-18,8:20,Kisii,shuttle,11,11,2018-01-12 08:20:00,4,12,12,20182,8,20,0,2018,1,1
9975,12-01-18,19:04,Kisii,Bus,49,12,2018-01-12 19:04:00,4,12,12,20182,19,4,0,2018,1,1
9976,12-01-18,8:30,Kisii,shuttle,11,11,2018-01-12 08:30:00,4,12,12,20182,8,30,0,2018,1,1
9977,12-01-18,19:05,Kisii,Bus,49,13,2018-01-12 19:05:00,4,12,12,20182,19,5,0,2018,1,1
9978,07-02-18,7:04,Homa Bay,Bus,49,14,2018-02-07 07:04:00,2,38,7,20186,7,4,0,2018,1,2
9979,07-02-18,9:20,Keroka,shuttle,11,1,2018-02-07 09:20:00,2,38,7,20186,9,20,0,2018,1,2
9980,07-02-18,9:10,Keroka,shuttle,11,3,2018-02-07 09:10:00,2,38,7,20186,9,10,0,2018,1,2
9981,07-02-18,7:14,Rongo,Bus,49,2,2018-02-07 07:14:00,2,38,7,20186,7,14,0,2018,1,2
9982,07-02-18,19:05,Keroka,Bus,49,1,2018-02-07 19:05:00,2,38,7,20186,19,5,0,2018,1,2
9983,12-01-18,8:10,Kisii,shuttle,11,10,2018-01-12 08:10:00,4,12,12,20182,8,10,0,2018,1,1
9984,07-02-18,7:09,Rongo,Bus,49,4,2018-02-07 07:09:00,2,38,7,20186,7,9,0,2018,1,2
9985,07-02-18,8:40,Keroka,shuttle,11,1,2018-02-07 08:40:00,2,38,7,20186,8,40,0,2018,1,2
9986,07-02-18,8:50,Keroka,shuttle,11,2,2018-02-07 08:50:00,2,38,7,20186,8,50,0,2018,1,2
9987,12-01-18,7:50,Kisii,shuttle,11,11,2018-01-12 07:50:00,4,12,12,20182,7,50,0,2018,1,1
9988,07-02-18,7:06,Kijauri,Bus,49,3,2018-02-07 07:06:00,2,38,7,20186,7,6,0,2018,1,2
9989,12-01-18,7:06,Kisii,Bus,49,3,2018-01-12 07:06:00,4,12,12,20182,7,6,0,2018,1,1
9990,12-01-18,6:30,Kisii,shuttle,11,1,2018-01-12 06:30:00,4,12,12,20182,6,30,0,2018,1,1
9997,07-02-18,7:40,Kijauri,shuttle,11,1,2018-02-07 07:40:00,2,38,7,20186,7,40,0,2018,1,2
9999,07-02-18,7:04,Keroka,Bus,49,1,2018-02-07 07:04:00,2,38,7,20186,7,4,0,2018,1,2
10002,07-02-18,7:07,Kijauri,Bus,49,1,2018-02-07 07:07:00,2,38,7,20186,7,7,0,2018,1,2
10003,11-01-18,19:04,Kisii,Bus,49,7,2018-01-11 19:04:00,3,11,11,20182,19,4,0,2018,1,1
10004,11-01-18,6:30,Kisii,shuttle,11,1,2018-01-11 06:30:00,3,11,11,20182,6,30,0,2018,1,1
10005,11-01-18,5:00,Kisii,shuttle,11,1,2018-01-11 05:00:00,3,11,11,20182,5,0,0,2018,1,1
10006,11-01-18,9:50,Kisii,shuttle,11,9,2018-01-11 09:50:00,3,11,11,20182,9,50,0,2018,1,1
10007,11-01-18,9:40,Kisii,shuttle,11,7,2018-01-11 09:40:00,3,11,11,20182,9,40,0,2018,1,1
10008,11-01-18,9:30,Kisii,shuttle,11,7,2018-01-11 09:30:00,3,11,11,20182,9,30,0,2018,1,1
10009,07-02-18,7:08,Migori,Bus,49,4,2018-02-07 07:08:00,2,38,7,20186,7,8,0,2018,1,2
10010,11-01-18,9:10,Kisii,shuttle,11,9,2018-01-11 09:10:00,3,11,11,20182,9,10,0,2018,1,1
10011,11-01-18,9:20,Kisii,shuttle,11,8,2018-01-11 09:20:00,3,11,11,20182,9,20,0,2018,1,1
10012,07-02-18,7:05,Nyachenge,Bus,49,1,2018-02-07 07:05:00,2,38,7,20186,7,5,0,2018,1,2
10013,11-01-18,8:00,Kisii,shuttle,11,10,2018-01-11 08:00:00,3,11,11,20182,8,0,0,2018,1,1
10014,07-02-18,7:04,Rongo,Bus,49,2,2018-02-07 07:04:00,2,38,7,20186,7,4,0,2018,1,2
10015,07-02-18,6:30,Kijauri,shuttle,11,1,2018-02-07 06:30:00,2,38,7,20186,6,30,0,2018,1,2
10016,07-02-18,7:15,Migori,Bus,49,11,2018-02-07 07:15:00,2,38,7,20186,7,15,0,2018,1,2
10017,07-02-18,7:08,Kehancha,Bus,49,12,2018-02-07 07:08:00,2,38,7,20186,7,8,0,2018,1,2
10018,07-02-18,5:50,Kijauri,shuttle,11,1,2018-02-07 05:50:00,2,38,7,20186,5,50,0,2018,1,2
10019,07-02-18,5:40,Kijauri,shuttle,11,2,2018-02-07 05:40:00,2,38,7,20186,5,40,0,2018,1,2
10020,11-01-18,8:20,Kisii,shuttle,11,10,2018-01-11 08:20:00,3,11,11,20182,8,20,0,2018,1,1
10021,11-01-18,9:00,Kisii,shuttle,11,9,2018-01-11 09:00:00,3,11,11,20182,9,0,0,2018,1,1
10024,11-01-18,8:50,Kisii,shuttle,11,7,2018-01-11 08:50:00,3,11,11,20182,8,50,0,2018,1,1
10025,11-01-18,8:10,Kisii,shuttle,11,9,2018-01-11 08:10:00,3,11,11,20182,8,10,0,2018,1,1
